nama_paket,nama_kapal,kategori,harga,harga_numeric,durasi,kapasitas,destinasi,fasilitas,layanan,fitur,deskripsi,image_url,link,sumber,content,combined_text,processed_text
Komodo Tour PackageVinca Voyage,PackageVinca Voyage,OPEN_TRIP,IDR 9.000.000,9000000,3D2N,14 Guests,"komodo, padar, pink beach, labuan bajo, kelor","bar, ac, bathroom, cabin, dining area, snorkeling equipment, shower","snorkeling, trekking, private charter, open trip, kayak","shower, ac, dining area, snorkeling, kayak, labuan bajo, bar, snorkeling equipment, komodo, cabin, padar, pink beach, bathroom, private charter, trekking, kelor, open trip",PackageVinca Voyage adalah kapal phinisi mewah yang menawarkan pengalaman berlayar eksklusif di Komodo Island. Dilengkapi fasilitas premium dan pelayanan profesional.,https://phinisitrip.com/wp-content/uploads/2025/08/phinisitrip.webp,https://phinisitrip.com/komodo-tour-package-vinca-voyage/,phinisitrip.com,"Komodo Tour PackageVinca Voyage OPEN_TRIP 3D2N 14 Guests shower, ac, dining area, snorkeling, kayak, labuan bajo, bar, snorkeling equipment, komodo, cabin, padar, pink beach, bathroom, private charter, trekking, kelor, open trip","PackageVinca Voyage OPEN_TRIP IDR 9.000.000 komodo, padar, pink beach, labuan bajo, kelor shower, ac, dining area, snorkeling, kayak, labuan bajo, bar, snorkeling equipment, komodo, cabin, padar, pink beach, bathroom, private charter, trekking, kelor, open trip PackageVinca Voyage adalah kapal phinisi mewah yang menawarkan pengalaman berlayar eksklusif di Komodo Island. Dilengkapi fasilitas premium dan pelayanan profesional.",packagevinca voyage opentrip komodo padar pink beach labu bajo kelor shower ac ning area snorkeling kayak labu bajo bar snorkeling equipment komodo cabin padar pink beach bathroom private charter trekking kelor open trip packagevinca voyage mewah tawar alam layar eksklusif komodo island lengkap fasilitas premium layan profesional
Komodo Tour PackagePandawa Liveaboard,PackagePandawa,OPEN_TRIP,"IDR 3,500,000",3500000,3D2N,14 Guests,"komodo, padar, pink beach, labuan bajo, kelor","sun deck, bar, ac, bathroom, cabin, snorkeling equipment","snorkeling, diving, trekking, private charter, open trip","ac, snorkeling, labuan bajo, bar, sun deck, snorkeling equipment, cabin, komodo, padar, pink beach, bathroom, private charter, trekking, diving, kelor, open trip",PackagePandawa adalah kapal phinisi mewah yang menawarkan pengalaman berlayar eksklusif di Komodo Island. Dilengkapi fasilitas premium dan pelayanan profesional.,https://phinisitrip.com/wp-content/uploads/2025/08/phinisitrip.webp,https://phinisitrip.com/komodo-tour-package-pandawa-liveaboard/,phinisitrip.com,"Komodo Tour PackagePandawa Liveaboard OPEN_TRIP 3D2N 14 Guests ac, snorkeling, labuan bajo, bar, sun deck, snorkeling equipment, cabin, komodo, padar, pink beach, bathroom, private charter, trekking, diving, kelor, open trip","PackagePandawa OPEN_TRIP IDR 3,500,000 komodo, padar, pink beach, labuan bajo, kelor ac, snorkeling, labuan bajo, bar, sun deck, snorkeling equipment, cabin, komodo, padar, pink beach, bathroom, private charter, trekking, diving, kelor, open trip PackagePandawa adalah kapal phinisi mewah yang menawarkan pengalaman berlayar eksklusif di Komodo Island. Dilengkapi fasilitas premium dan pelayanan profesional.",packagepandawa opentrip komodo padar pink beach labu bajo kelor ac snorkeling labu bajo bar sun deck snorkeling equipment cabin komodo padar pink beach bathroom private charter trekking diving kelor open trip packagepandawa mewah tawar alam layar eksklusif komodo island lengkap fasilitas premium layan profesional
Komodo Tour PackageCatnazse,PackageCatnazse,OPEN_TRIP,IDR 11.000.000,11000000,3D2N,20 Guests,"komodo, padar, pink beach, labuan bajo, kelor","bar, ac, bathroom, cabin, snorkeling equipment, shower","snorkeling, diving, trekking, private charter, open trip","shower, ac, snorkeling, labuan bajo, bar, snorkeling equipment, komodo, cabin, padar, pink beach, bathroom, private charter, trekking, diving, kelor, open trip",PackageCatnazse adalah kapal phinisi mewah yang menawarkan pengalaman berlayar eksklusif di Komodo Island. Dilengkapi fasilitas premium dan pelayanan profesional.,https://phinisitrip.com/wp-content/uploads/2025/08/phinisitrip.webp,https://phinisitrip.com/komodo-tour-package-catnazse/,phinisitrip.com,"Komodo Tour PackageCatnazse OPEN_TRIP 3D2N 20 Guests shower, ac, snorkeling, labuan bajo, bar, snorkeling equipment, komodo, cabin, padar, pink beach, bathroom, private charter, trekking, diving, kelor, open trip","PackageCatnazse OPEN_TRIP IDR 11.000.000 komodo, padar, pink beach, labuan bajo, kelor shower, ac, snorkeling, labuan bajo, bar, snorkeling equipment, komodo, cabin, padar, pink beach, bathroom, private charter, trekking, diving, kelor, open trip PackageCatnazse adalah kapal phinisi mewah yang menawarkan pengalaman berlayar eksklusif di Komodo Island. Dilengkapi fasilitas premium dan pelayanan profesional.",packagecatnazse opentrip komodo padar pink beach labu bajo kelor shower ac snorkeling labu bajo bar snorkeling equipment komodo cabin padar pink beach bathroom private charter trekking diving kelor open trip packagecatnazse mewah tawar alam layar eksklusif komodo island lengkap fasilitas premium layan profesional
Lombok to Komodo Boat Trip 4 Days 3 Nights Expedition (Whale Sharks & Dragon Tour),Lombok to 4 Days 3 Nights Expedition (Whale Sharks & Dragon ),OPEN_TRIP,"IDR 6,850,000",6850000,4D3N,20 Guests,"komodo, padar, pink beach, labuan bajo, kanawa, kelor","ac, cabin, snorkeling equipment","snorkeling, trekking, private charter, open trip","ac, snorkeling, labuan bajo, snorkeling equipment, komodo, cabin, padar, pink beach, private charter, trekking, kelor, kanawa, open trip",Lombok to 4 Days 3 Nights Expedition (Whale Sharks & Dragon ) adalah kapal phinisi mewah yang menawarkan pengalaman berlayar eksklusif di Komodo Island. Dilengkapi fasilitas premium dan pelayanan profesional.,https://phinisitrip.com/wp-content/uploads/2025/08/phinisitrip.webp,https://phinisitrip.com/boat-trip-lombok-to-komodo/,phinisitrip.com,"Lombok to Komodo Boat Trip 4 Days 3 Nights Expedition (Whale Sharks & Dragon Tour) OPEN_TRIP 4D3N 20 Guests ac, snorkeling, labuan bajo, snorkeling equipment, komodo, cabin, padar, pink beach, private charter, trekking, kelor, kanawa, open trip","Lombok to 4 Days 3 Nights Expedition (Whale Sharks & Dragon ) OPEN_TRIP IDR 6,850,000 komodo, padar, pink beach, labuan bajo, kanawa, kelor ac, snorkeling, labuan bajo, snorkeling equipment, komodo, cabin, padar, pink beach, private charter, trekking, kelor, kanawa, open trip Lombok to 4 Days 3 Nights Expedition (Whale Sharks & Dragon ) adalah kapal phinisi mewah yang menawarkan pengalaman berlayar eksklusif di Komodo Island. Dilengkapi fasilitas premium dan pelayanan profesional.",lombok days nights expedition whale sharks dragon opentrip komodo padar pink beach labu bajo kanawa kelor ac snorkeling labu bajo snorkeling equipment komodo cabin padar pink beach private charter trekking kelor kanawa open trip lombok days nights expedition whale sharks dragon mewah tawar alam layar eksklusif komodo island lengkap fasilitas premium layan profesional
Komodo Tour PackageElrora Liveaboard,PackageElrora,OPEN_TRIP,IDR 12.000.000,12000000,3D2N,16 Guests,"komodo, padar, pink beach, labuan bajo, kelor","sun deck, jacuzzi, ac, bathroom, cabin, snorkeling equipment, kitchen, shower","snorkeling, trekking, private charter, open trip","shower, ac, snorkeling, labuan bajo, sun deck, snorkeling equipment, cabin, komodo, kitchen, padar, trekking, pink beach, bathroom, private charter, jacuzzi, kelor, open trip",PackageElrora adalah kapal phinisi mewah yang menawarkan pengalaman berlayar eksklusif di Komodo Island. Dilengkapi fasilitas premium dan pelayanan profesional.,https://phinisitrip.com/wp-content/uploads/2025/08/phinisitrip.webp,https://phinisitrip.com/komodo-tour-package-elrora-liveaboard/,phinisitrip.com,"Komodo Tour PackageElrora Liveaboard OPEN_TRIP 3D2N 16 Guests shower, ac, snorkeling, labuan bajo, sun deck, snorkeling equipment, cabin, komodo, kitchen, padar, trekking, pink beach, bathroom, private charter, jacuzzi, kelor, open trip","PackageElrora OPEN_TRIP IDR 12.000.000 komodo, padar, pink beach, labuan bajo, kelor shower, ac, snorkeling, labuan bajo, sun deck, snorkeling equipment, cabin, komodo, kitchen, padar, trekking, pink beach, bathroom, private charter, jacuzzi, kelor, open trip PackageElrora adalah kapal phinisi mewah yang menawarkan pengalaman berlayar eksklusif di Komodo Island. Dilengkapi fasilitas premium dan pelayanan profesional.",packageelrora opentrip komodo padar pink beach labu bajo kelor shower ac snorkeling labu bajo sun deck snorkeling equipment cabin komodo kitchen padar trekking pink beach bathroom private charter jacuzzi kelor open trip packageelrora mewah tawar alam layar eksklusif komodo island lengkap fasilitas premium layan profesional
Komodo Tour PackageNew IJC,PackageNew IJC,OPEN_TRIP,"IDR 3,750,000",3750000,3D2N,14 Guests,"komodo, padar, pink beach, labuan bajo, kelor","bar, ac, bathroom, cabin, snorkeling equipment","snorkeling, trekking, private charter, open trip","ac, snorkeling, labuan bajo, bar, snorkeling equipment, komodo, cabin, padar, pink beach, bathroom, private charter, trekking, kelor, open trip",PackageNew IJC adalah kapal phinisi mewah yang menawarkan pengalaman berlayar eksklusif di Komodo Island. Dilengkapi fasilitas premium dan pelayanan profesional.,https://phinisitrip.com/wp-content/uploads/2025/08/phinisitrip.webp,https://phinisitrip.com/komodo-tour-package-new-ijc/,phinisitrip.com,"Komodo Tour PackageNew IJC OPEN_TRIP 3D2N 14 Guests ac, snorkeling, labuan bajo, bar, snorkeling equipment, komodo, cabin, padar, pink beach, bathroom, private charter, trekking, kelor, open trip","PackageNew IJC OPEN_TRIP IDR 3,750,000 komodo, padar, pink beach, labuan bajo, kelor ac, snorkeling, labuan bajo, bar, snorkeling equipment, komodo, cabin, padar, pink beach, bathroom, private charter, trekking, kelor, open trip PackageNew IJC adalah kapal phinisi mewah yang menawarkan pengalaman berlayar eksklusif di Komodo Island. Dilengkapi fasilitas premium dan pelayanan profesional.",packagenew ijc opentrip komodo padar pink beach labu bajo kelor ac snorkeling labu bajo bar snorkeling equipment komodo cabin padar pink beach bathroom private charter trekking kelor open trip packagenew ijc mewah tawar alam layar eksklusif komodo island lengkap fasilitas premium layan profesional
Komodo Tour PackageNusantara Karya,PackageNusantara Karya,OPEN_TRIP,"IDR 3,350,000",3350000,3D2N,15 Guests,"komodo, padar, pink beach, labuan bajo, kelor","ac, bathroom, cabin, snorkeling equipment","snorkeling, trekking, island hopping, private charter, open trip","ac, snorkeling, labuan bajo, snorkeling equipment, komodo, cabin, padar, pink beach, island hopping, bathroom, private charter, trekking, kelor, open trip",PackageNusantara Karya adalah kapal phinisi mewah yang menawarkan pengalaman berlayar eksklusif di Komodo Island. Dilengkapi fasilitas premium dan pelayanan profesional.,https://phinisitrip.com/wp-content/uploads/2025/08/phinisitrip.webp,https://phinisitrip.com/komodo-tour-package-nusantara-karya/,phinisitrip.com,"Komodo Tour PackageNusantara Karya OPEN_TRIP 3D2N 15 Guests ac, snorkeling, labuan bajo, snorkeling equipment, komodo, cabin, padar, pink beach, island hopping, bathroom, private charter, trekking, kelor, open trip","PackageNusantara Karya OPEN_TRIP IDR 3,350,000 komodo, padar, pink beach, labuan bajo, kelor ac, snorkeling, labuan bajo, snorkeling equipment, komodo, cabin, padar, pink beach, island hopping, bathroom, private charter, trekking, kelor, open trip PackageNusantara Karya adalah kapal phinisi mewah yang menawarkan pengalaman berlayar eksklusif di Komodo Island. Dilengkapi fasilitas premium dan pelayanan profesional.",packagenusantara karya opentrip komodo padar pink beach labu bajo kelor ac snorkeling labu bajo snorkeling equipment komodo cabin padar pink beach island hopping bathroom private charter trekking kelor open trip packagenusantara karya mewah tawar alam layar eksklusif komodo island lengkap fasilitas premium layan profesional
Komodo Tour PackageInvictus Voyage,PackageInvictus Voyage,OPEN_TRIP,"IDR 3,850,000",3850000,3D2N,16 Guests,"komodo, padar, pink beach, labuan bajo, kelor","bar, ac, bathroom, cabin, dining area, snorkeling equipment","snorkeling, trekking, private charter, open trip","ac, dining area, snorkeling, labuan bajo, bar, snorkeling equipment, komodo, cabin, padar, pink beach, bathroom, private charter, trekking, kelor, open trip",PackageInvictus Voyage adalah kapal phinisi mewah yang menawarkan pengalaman berlayar eksklusif di Komodo Island. Dilengkapi fasilitas premium dan pelayanan profesional.,https://phinisitrip.com/wp-content/uploads/2025/08/phinisitrip.webp,https://phinisitrip.com/komodo-tour-package-invictus-voyage/,phinisitrip.com,"Komodo Tour PackageInvictus Voyage OPEN_TRIP 3D2N 16 Guests ac, dining area, snorkeling, labuan bajo, bar, snorkeling equipment, komodo, cabin, padar, pink beach, bathroom, private charter, trekking, kelor, open trip","PackageInvictus Voyage OPEN_TRIP IDR 3,850,000 komodo, padar, pink beach, labuan bajo, kelor ac, dining area, snorkeling, labuan bajo, bar, snorkeling equipment, komodo, cabin, padar, pink beach, bathroom, private charter, trekking, kelor, open trip PackageInvictus Voyage adalah kapal phinisi mewah yang menawarkan pengalaman berlayar eksklusif di Komodo Island. Dilengkapi fasilitas premium dan pelayanan profesional.",packageinvictus voyage opentrip komodo padar pink beach labu bajo kelor ac ning area snorkeling labu bajo bar snorkeling equipment komodo cabin padar pink beach bathroom private charter trekking kelor open trip packageinvictus voyage mewah tawar alam layar eksklusif komodo island lengkap fasilitas premium layan profesional
Komodo Tour PackagePanrita Liveaboard,PackagePanrita,OPEN_TRIP,IDR 10.450.000,10450000,3D2N,20 Guests,"komodo, padar, pink beach, labuan bajo, kelor","ac, bathroom, cabin, dining area, snorkeling equipment","snorkeling, trekking, private charter, open trip","ac, dining area, snorkeling, labuan bajo, snorkeling equipment, komodo, cabin, padar, pink beach, bathroom, private charter, trekking, kelor, open trip",PackagePanrita adalah kapal phinisi mewah yang menawarkan pengalaman berlayar eksklusif di Komodo Island. Dilengkapi fasilitas premium dan pelayanan profesional.,https://phinisitrip.com/wp-content/uploads/2025/08/phinisitrip.webp,https://phinisitrip.com/komodo-tour-package-panrita-liveaboard/,phinisitrip.com,"Komodo Tour PackagePanrita Liveaboard OPEN_TRIP 3D2N 20 Guests ac, dining area, snorkeling, labuan bajo, snorkeling equipment, komodo, cabin, padar, pink beach, bathroom, private charter, trekking, kelor, open trip","PackagePanrita OPEN_TRIP IDR 10.450.000 komodo, padar, pink beach, labuan bajo, kelor ac, dining area, snorkeling, labuan bajo, snorkeling equipment, komodo, cabin, padar, pink beach, bathroom, private charter, trekking, kelor, open trip PackagePanrita adalah kapal phinisi mewah yang menawarkan pengalaman berlayar eksklusif di Komodo Island. Dilengkapi fasilitas premium dan pelayanan profesional.",packagepanrita opentrip komodo padar pink beach labu bajo kelor ac ning area snorkeling labu bajo snorkeling equipment komodo cabin padar pink beach bathroom private charter trekking kelor open trip packagepanrita mewah tawar alam layar eksklusif komodo island lengkap fasilitas premium layan profesional
Komodo Island Boat Tour,Island,OPEN_TRIP,"IDR 45,000,000",45000000,3D2N,12 Guests,"komodo, padar, pink beach, labuan bajo, kanawa, kelor","bar, ac, cabin, snorkeling equipment","snorkeling, diving, trekking, private charter, open trip","ac, snorkeling, labuan bajo, bar, snorkeling equipment, komodo, cabin, padar, pink beach, private charter, trekking, diving, kelor, kanawa, open trip",Island adalah kapal phinisi mewah yang menawarkan pengalaman berlayar eksklusif di Komodo Island. Dilengkapi fasilitas premium dan pelayanan profesional.,https://phinisitrip.com/wp-content/uploads/2025/08/phinisitrip.webp,https://phinisitrip.com/komodo-island-boat-tour/,phinisitrip.com,"Komodo Island Boat Tour OPEN_TRIP 3D2N 12 Guests ac, snorkeling, labuan bajo, bar, snorkeling equipment, komodo, cabin, padar, pink beach, private charter, trekking, diving, kelor, kanawa, open trip","Island OPEN_TRIP IDR 45,000,000 komodo, padar, pink beach, labuan bajo, kanawa, kelor ac, snorkeling, labuan bajo, bar, snorkeling equipment, komodo, cabin, padar, pink beach, private charter, trekking, diving, kelor, kanawa, open trip Island adalah kapal phinisi mewah yang menawarkan pengalaman berlayar eksklusif di Komodo Island. Dilengkapi fasilitas premium dan pelayanan profesional.",island opentrip komodo padar pink beach labu bajo kanawa kelor ac snorkeling labu bajo bar snorkeling equipment komodo cabin padar pink beach private charter trekking diving kelor kanawa open trip island mewah tawar alam layar eksklusif komodo island lengkap fasilitas premium layan profesional
