nama_paket,nama_kapal,kategori,harga,harga_numeric,durasi,kapasitas,destinasi,fasilitas,layanan,fitur,deskripsi,image_url,link,sumber,content,combined_text,processed_text
Komodo Tour PackageSora Liveaboard,PackageSora,OPEN_TRIP,"IDR 5,250,000",5250000,3D2N,20 Guests,"komodo, padar, pink beach, labuan bajo, kelor","ac, bathroom, cabin, snorkeling equipment","snorkeling, diving, trekking, private charter, open trip","ac, snorkeling, labuan bajo, snorkeling equipment, komodo, cabin, padar, pink beach, bathroom, private charter, trekking, diving, kelor, open trip",PackageSora adalah kapal phinisi mewah yang menawarkan pengalaman berlayar eksklusif di Komodo Island. Dilengkapi fasilitas premium dan pelayanan profesional.,https://phinisitrip.com/wp-content/uploads/2025/08/phinisitrip.webp,https://phinisitrip.com/komodo-tour-package-sora-liveaboard/,phinisitrip.com,"Komodo Tour PackageSora Liveaboard OPEN_TRIP 3D2N 20 Guests ac, snorkeling, labuan bajo, snorkeling equipment, komodo, cabin, padar, pink beach, bathroom, private charter, trekking, diving, kelor, open trip","PackageSora OPEN_TRIP IDR 5,250,000 komodo, padar, pink beach, labuan bajo, kelor ac, snorkeling, labuan bajo, snorkeling equipment, komodo, cabin, padar, pink beach, bathroom, private charter, trekking, diving, kelor, open trip PackageSora adalah kapal phinisi mewah yang menawarkan pengalaman berlayar eksklusif di Komodo Island. Dilengkapi fasilitas premium dan pelayanan profesional.",packagesora opentrip komodo padar pink beach labu bajo kelor ac snorkeling labu bajo snorkeling equipment komodo cabin padar pink beach bathroom private charter trekking diving kelor open trip packagesora mewah tawar alam layar eksklusif komodo island lengkap fasilitas premium layan profesional
Komodo Tour PackageBajo Sunset 2,PackageBajo Sunset 2,OPEN_TRIP,"IDR 3,950,000",3950000,3D2N,15 Guests,"komodo, padar, pink beach, labuan bajo, kelor","sun deck, bar, ac, bathroom, cabin, dining area, snorkeling equipment","snorkeling, trekking, private charter, open trip","ac, dining area, snorkeling, labuan bajo, bar, sun deck, snorkeling equipment, cabin, komodo, padar, pink beach, bathroom, private charter, trekking, kelor, open trip",PackageBajo Sunset 2 adalah kapal phinisi mewah yang menawarkan pengalaman berlayar eksklusif di Komodo Island. Dilengkapi fasilitas premium dan pelayanan profesional.,https://phinisitrip.com/wp-content/uploads/2025/08/phinisitrip.webp,https://phinisitrip.com/komodo-tour-package-bajo-sunset-2/,phinisitrip.com,"Komodo Tour PackageBajo Sunset 2 OPEN_TRIP 3D2N 15 Guests ac, dining area, snorkeling, labuan bajo, bar, sun deck, snorkeling equipment, cabin, komodo, padar, pink beach, bathroom, private charter, trekking, kelor, open trip","PackageBajo Sunset 2 OPEN_TRIP IDR 3,950,000 komodo, padar, pink beach, labuan bajo, kelor ac, dining area, snorkeling, labuan bajo, bar, sun deck, snorkeling equipment, cabin, komodo, padar, pink beach, bathroom, private charter, trekking, kelor, open trip PackageBajo Sunset 2 adalah kapal phinisi mewah yang menawarkan pengalaman berlayar eksklusif di Komodo Island. Dilengkapi fasilitas premium dan pelayanan profesional.",packagebajo sunset opentrip komodo padar pink beach labu bajo kelor ac ning area snorkeling labu bajo bar sun deck snorkeling equipment cabin komodo padar pink beach bathroom private charter trekking kelor open trip packagebajo sunset mewah tawar alam layar eksklusif komodo island lengkap fasilitas premium layan profesional
Komodo Tour PackageBarakati Cruise,PackageBarakati Cruise,OPEN_TRIP,IDR 7.250.000,7250000,3D2N,10 Guests,"komodo, padar, pink beach, labuan bajo, kelor","bar, ac, bathroom, cabin, lounge, snorkeling equipment","snorkeling, trekking, private charter, open trip","ac, lounge, snorkeling, labuan bajo, bar, snorkeling equipment, komodo, cabin, padar, pink beach, bathroom, private charter, trekking, kelor, open trip",PackageBarakati Cruise adalah kapal phinisi mewah yang menawarkan pengalaman berlayar eksklusif di Komodo Island. Dilengkapi fasilitas premium dan pelayanan profesional.,https://phinisitrip.com/wp-content/uploads/2025/08/phinisitrip.webp,https://phinisitrip.com/komodo-tour-package-barakati-cruise/,phinisitrip.com,"Komodo Tour PackageBarakati Cruise OPEN_TRIP 3D2N 10 Guests ac, lounge, snorkeling, labuan bajo, bar, snorkeling equipment, komodo, cabin, padar, pink beach, bathroom, private charter, trekking, kelor, open trip","PackageBarakati Cruise OPEN_TRIP IDR 7.250.000 komodo, padar, pink beach, labuan bajo, kelor ac, lounge, snorkeling, labuan bajo, bar, snorkeling equipment, komodo, cabin, padar, pink beach, bathroom, private charter, trekking, kelor, open trip PackageBarakati Cruise adalah kapal phinisi mewah yang menawarkan pengalaman berlayar eksklusif di Komodo Island. Dilengkapi fasilitas premium dan pelayanan profesional.",packagebarakati cruise opentrip komodo padar pink beach labu bajo kelor ac lounge snorkeling labu bajo bar snorkeling equipment komodo cabin padar pink beach bathroom private charter trekking kelor open trip packagebarakati cruise mewah tawar alam layar eksklusif komodo island lengkap fasilitas premium layan profesional
Komodo Tour PackageYukai Liveaboard,PackageYukai,OPEN_TRIP,"IDR 4,750,000",4750000,3D2N,12 Guests,"komodo, padar, pink beach, labuan bajo, kelor","sun deck, jacuzzi, bar, ac, bathroom, cabin, dining area, snorkeling equipment, shower","snorkeling, trekking, private charter, open trip","shower, ac, dining area, snorkeling, labuan bajo, bar, sun deck, snorkeling equipment, cabin, komodo, padar, pink beach, trekking, bathroom, private charter, jacuzzi, kelor, open trip",PackageYukai adalah kapal phinisi mewah yang menawarkan pengalaman berlayar eksklusif di Komodo Island. Dilengkapi fasilitas premium dan pelayanan profesional.,https://phinisitrip.com/wp-content/uploads/2025/08/phinisitrip.webp,https://phinisitrip.com/komodo-tour-package-yukai-liveaboard/,phinisitrip.com,"Komodo Tour PackageYukai Liveaboard OPEN_TRIP 3D2N 12 Guests shower, ac, dining area, snorkeling, labuan bajo, bar, sun deck, snorkeling equipment, cabin, komodo, padar, pink beach, trekking, bathroom, private charter, jacuzzi, kelor, open trip","PackageYukai OPEN_TRIP IDR 4,750,000 komodo, padar, pink beach, labuan bajo, kelor shower, ac, dining area, snorkeling, labuan bajo, bar, sun deck, snorkeling equipment, cabin, komodo, padar, pink beach, trekking, bathroom, private charter, jacuzzi, kelor, open trip PackageYukai adalah kapal phinisi mewah yang menawarkan pengalaman berlayar eksklusif di Komodo Island. Dilengkapi fasilitas premium dan pelayanan profesional.",packageyukai opentrip komodo padar pink beach labu bajo kelor shower ac ning area snorkeling labu bajo bar sun deck snorkeling equipment cabin komodo padar pink beach trekking bathroom private charter jacuzzi kelor open trip packageyukai mewah tawar alam layar eksklusif komodo island lengkap fasilitas premium layan profesional
Komodo Tour PackageDerya Liveaboard,PackageDerya,OPEN_TRIP,IDR 9.750.000,9750000,3D2N,13 Guests,"komodo, padar, pink beach, labuan bajo, kanawa, kelor","sun deck, bar, ac, bathroom, cabin, dining area, lounge, snorkeling equipment, kitchen","snorkeling, trekking, private charter, open trip, kayak","snorkeling, labuan bajo, sun deck, cabin, pink beach, kelor, kanawa, ac, lounge, komodo, padar, private charter, kayak, bar, trekking, dining area, snorkeling equipment, kitchen, bathroom, open trip",PackageDerya adalah kapal phinisi mewah yang menawarkan pengalaman berlayar eksklusif di Komodo Island. Dilengkapi fasilitas premium dan pelayanan profesional.,https://phinisitrip.com/wp-content/uploads/2025/08/phinisitrip.webp,https://phinisitrip.com/komodo-tour-package-derya-liveaboard/,phinisitrip.com,"Komodo Tour PackageDerya Liveaboard OPEN_TRIP 3D2N 13 Guests snorkeling, labuan bajo, sun deck, cabin, pink beach, kelor, kanawa, ac, lounge, komodo, padar, private charter, kayak, bar, trekking, dining area, snorkeling equipment, kitchen, bathroom, open trip","PackageDerya OPEN_TRIP IDR 9.750.000 komodo, padar, pink beach, labuan bajo, kanawa, kelor snorkeling, labuan bajo, sun deck, cabin, pink beach, kelor, kanawa, ac, lounge, komodo, padar, private charter, kayak, bar, trekking, dining area, snorkeling equipment, kitchen, bathroom, open trip PackageDerya adalah kapal phinisi mewah yang menawarkan pengalaman berlayar eksklusif di Komodo Island. Dilengkapi fasilitas premium dan pelayanan profesional.",packagederya opentrip komodo padar pink beach labu bajo kanawa kelor snorkeling labu bajo sun deck cabin pink beach kelor kanawa ac lounge komodo padar private charter kayak bar trekking ning area snorkeling equipment kitchen bathroom open trip packagederya mewah tawar alam layar eksklusif komodo island lengkap fasilitas premium layan profesional
Komodo Tour PackageAimar Cruise,PackageAimar Cruise,OPEN_TRIP,"IDR 5,250,000",5250000,3D2N,22 Guests,"komodo, padar, pink beach, labuan bajo, kelor","sun deck, bar, ac, bathroom, cabin, dining area, snorkeling equipment, shower","snorkeling, trekking, private charter, open trip","shower, ac, dining area, snorkeling, labuan bajo, bar, sun deck, snorkeling equipment, cabin, komodo, padar, pink beach, bathroom, private charter, trekking, kelor, open trip",PackageAimar Cruise adalah kapal phinisi mewah yang menawarkan pengalaman berlayar eksklusif di Komodo Island. Dilengkapi fasilitas premium dan pelayanan profesional.,https://phinisitrip.com/wp-content/uploads/2025/08/phinisitrip.webp,https://phinisitrip.com/komodo-tour-package-aimar-cruise/,phinisitrip.com,"Komodo Tour PackageAimar Cruise OPEN_TRIP 3D2N 22 Guests shower, ac, dining area, snorkeling, labuan bajo, bar, sun deck, snorkeling equipment, cabin, komodo, padar, pink beach, bathroom, private charter, trekking, kelor, open trip","PackageAimar Cruise OPEN_TRIP IDR 5,250,000 komodo, padar, pink beach, labuan bajo, kelor shower, ac, dining area, snorkeling, labuan bajo, bar, sun deck, snorkeling equipment, cabin, komodo, padar, pink beach, bathroom, private charter, trekking, kelor, open trip PackageAimar Cruise adalah kapal phinisi mewah yang menawarkan pengalaman berlayar eksklusif di Komodo Island. Dilengkapi fasilitas premium dan pelayanan profesional.",packageaimar cruise opentrip komodo padar pink beach labu bajo kelor shower ac ning area snorkeling labu bajo bar sun deck snorkeling equipment cabin komodo padar pink beach bathroom private charter trekking kelor open trip packageaimar cruise mewah tawar alam layar eksklusif komodo island lengkap fasilitas premium layan profesional
Komodo Tour PackageSantemako Liveaboard,PackageSantemako,OPEN_TRIP,"IDR 4,900,000",4900000,3D2N,12 Guests,"komodo, padar, pink beach, labuan bajo, kelor","ac, bathroom, cabin, snorkeling equipment","snorkeling, trekking, private charter, open trip","ac, snorkeling, labuan bajo, snorkeling equipment, komodo, cabin, padar, pink beach, bathroom, private charter, trekking, kelor, open trip",PackageSantemako adalah kapal phinisi mewah yang menawarkan pengalaman berlayar eksklusif di Komodo Island. Dilengkapi fasilitas premium dan pelayanan profesional.,https://phinisitrip.com/wp-content/uploads/2025/08/phinisitrip.webp,https://phinisitrip.com/komodo-tour-package-santemako-liveaboard/,phinisitrip.com,"Komodo Tour PackageSantemako Liveaboard OPEN_TRIP 3D2N 12 Guests ac, snorkeling, labuan bajo, snorkeling equipment, komodo, cabin, padar, pink beach, bathroom, private charter, trekking, kelor, open trip","PackageSantemako OPEN_TRIP IDR 4,900,000 komodo, padar, pink beach, labuan bajo, kelor ac, snorkeling, labuan bajo, snorkeling equipment, komodo, cabin, padar, pink beach, bathroom, private charter, trekking, kelor, open trip PackageSantemako adalah kapal phinisi mewah yang menawarkan pengalaman berlayar eksklusif di Komodo Island. Dilengkapi fasilitas premium dan pelayanan profesional.",packagesantemako opentrip komodo padar pink beach labu bajo kelor ac snorkeling labu bajo snorkeling equipment komodo cabin padar pink beach bathroom private charter trekking kelor open trip packagesantemako mewah tawar alam layar eksklusif komodo island lengkap fasilitas premium layan profesional
Komodo Tour PackageCordelia Phinisi,PackageCordelia,OPEN_TRIP,IDR 11.500.000,11500000,3D2N,14 Guests,"komodo, padar, pink beach, labuan bajo, kelor","bar, ac, bathroom, cabin, dining area, snorkeling equipment, diving equipment, kitchen, shower","snorkeling, diving, trekking, private charter, open trip, kayak","snorkeling, labuan bajo, cabin, pink beach, diving equipment, kelor, shower, ac, komodo, padar, private charter, diving, kayak, bar, trekking, dining area, snorkeling equipment, kitchen, bathroom, open trip",PackageCordelia adalah kapal phinisi mewah yang menawarkan pengalaman berlayar eksklusif di Komodo Island. Dilengkapi fasilitas premium dan pelayanan profesional.,https://phinisitrip.com/wp-content/uploads/2025/08/phinisitrip.webp,https://phinisitrip.com/komodo-tour-package-cordelia-phinisi/,phinisitrip.com,"Komodo Tour PackageCordelia Phinisi OPEN_TRIP 3D2N 14 Guests snorkeling, labuan bajo, cabin, pink beach, diving equipment, kelor, shower, ac, komodo, padar, private charter, diving, kayak, bar, trekking, dining area, snorkeling equipment, kitchen, bathroom, open trip","PackageCordelia OPEN_TRIP IDR 11.500.000 komodo, padar, pink beach, labuan bajo, kelor snorkeling, labuan bajo, cabin, pink beach, diving equipment, kelor, shower, ac, komodo, padar, private charter, diving, kayak, bar, trekking, dining area, snorkeling equipment, kitchen, bathroom, open trip PackageCordelia adalah kapal phinisi mewah yang menawarkan pengalaman berlayar eksklusif di Komodo Island. Dilengkapi fasilitas premium dan pelayanan profesional.",packagecordelia opentrip komodo padar pink beach labu bajo kelor snorkeling labu bajo cabin pink beach diving equipment kelor shower ac komodo padar private charter diving kayak bar trekking ning area snorkeling equipment kitchen bathroom open trip packagecordelia mewah tawar alam layar eksklusif komodo island lengkap fasilitas premium layan profesional
Komodo Tour PackageGandiva Phinisi,PackageGandiva,OPEN_TRIP,IDR 11.100.000,11100000,3D2N,12 Guests,"komodo, padar, pink beach, labuan bajo, kelor","bar, ac, bathroom, cabin, snorkeling equipment, shower","snorkeling, trekking, private charter, open trip","shower, ac, snorkeling, labuan bajo, bar, snorkeling equipment, komodo, cabin, padar, pink beach, bathroom, private charter, trekking, kelor, open trip",PackageGandiva adalah kapal phinisi mewah yang menawarkan pengalaman berlayar eksklusif di Komodo Island. Dilengkapi fasilitas premium dan pelayanan profesional.,https://phinisitrip.com/wp-content/uploads/2025/08/phinisitrip.webp,https://phinisitrip.com/komodo-tour-package-gandiva-phinisi/,phinisitrip.com,"Komodo Tour PackageGandiva Phinisi OPEN_TRIP 3D2N 12 Guests shower, ac, snorkeling, labuan bajo, bar, snorkeling equipment, komodo, cabin, padar, pink beach, bathroom, private charter, trekking, kelor, open trip","PackageGandiva OPEN_TRIP IDR 11.100.000 komodo, padar, pink beach, labuan bajo, kelor shower, ac, snorkeling, labuan bajo, bar, snorkeling equipment, komodo, cabin, padar, pink beach, bathroom, private charter, trekking, kelor, open trip PackageGandiva adalah kapal phinisi mewah yang menawarkan pengalaman berlayar eksklusif di Komodo Island. Dilengkapi fasilitas premium dan pelayanan profesional.",packagegandiva opentrip komodo padar pink beach labu bajo kelor shower ac snorkeling labu bajo bar snorkeling equipment komodo cabin padar pink beach bathroom private charter trekking kelor open trip packagegandiva mewah tawar alam layar eksklusif komodo island lengkap fasilitas premium layan profesional
Komodo Tour PackageHatira Hela,PackageHatira Hela,OPEN_TRIP,"IDR 5,500,000",5500000,3D2N,24 Guests,"komodo, padar, pink beach, labuan bajo, kelor","sun deck, bar, ac, bathroom, cabin, snorkeling equipment","snorkeling, trekking, private charter, open trip","ac, snorkeling, labuan bajo, bar, sun deck, snorkeling equipment, cabin, komodo, padar, pink beach, bathroom, private charter, trekking, kelor, open trip",PackageHatira Hela adalah kapal phinisi mewah yang menawarkan pengalaman berlayar eksklusif di Komodo Island. Dilengkapi fasilitas premium dan pelayanan profesional.,https://phinisitrip.com/wp-content/uploads/2025/08/phinisitrip.webp,https://phinisitrip.com/komodo-tour-package-hatira-hela/,phinisitrip.com,"Komodo Tour PackageHatira Hela OPEN_TRIP 3D2N 24 Guests ac, snorkeling, labuan bajo, bar, sun deck, snorkeling equipment, cabin, komodo, padar, pink beach, bathroom, private charter, trekking, kelor, open trip","PackageHatira Hela OPEN_TRIP IDR 5,500,000 komodo, padar, pink beach, labuan bajo, kelor ac, snorkeling, labuan bajo, bar, sun deck, snorkeling equipment, cabin, komodo, padar, pink beach, bathroom, private charter, trekking, kelor, open trip PackageHatira Hela adalah kapal phinisi mewah yang menawarkan pengalaman berlayar eksklusif di Komodo Island. Dilengkapi fasilitas premium dan pelayanan profesional.",packagehatira hela opentrip komodo padar pink beach labu bajo kelor ac snorkeling labu bajo bar sun deck snorkeling equipment cabin komodo padar pink beach bathroom private charter trekking kelor open trip packagehatira hela mewah tawar alam layar eksklusif komodo island lengkap fasilitas premium layan profesional
Komodo Tour PackageSea Familia,PackageSea Familia,OPEN_TRIP,IDR 8.250.000,8250000,3D2N,12 Guests,"komodo, padar, pink beach, labuan bajo, kelor","jacuzzi, bar, ac, bathroom, cabin, lounge, snorkeling equipment, shower","snorkeling, trekking, private charter, open trip","shower, ac, lounge, snorkeling, labuan bajo, bar, snorkeling equipment, komodo, cabin, padar, pink beach, trekking, bathroom, private charter, jacuzzi, kelor, open trip",PackageSea Familia adalah kapal phinisi mewah yang menawarkan pengalaman berlayar eksklusif di Komodo Island. Dilengkapi fasilitas premium dan pelayanan profesional.,https://phinisitrip.com/wp-content/uploads/2025/08/phinisitrip.webp,https://phinisitrip.com/komodo-tour-package-sea-familia/,phinisitrip.com,"Komodo Tour PackageSea Familia OPEN_TRIP 3D2N 12 Guests shower, ac, lounge, snorkeling, labuan bajo, bar, snorkeling equipment, komodo, cabin, padar, pink beach, trekking, bathroom, private charter, jacuzzi, kelor, open trip","PackageSea Familia OPEN_TRIP IDR 8.250.000 komodo, padar, pink beach, labuan bajo, kelor shower, ac, lounge, snorkeling, labuan bajo, bar, snorkeling equipment, komodo, cabin, padar, pink beach, trekking, bathroom, private charter, jacuzzi, kelor, open trip PackageSea Familia adalah kapal phinisi mewah yang menawarkan pengalaman berlayar eksklusif di Komodo Island. Dilengkapi fasilitas premium dan pelayanan profesional.",packagesea familia opentrip komodo padar pink beach labu bajo kelor shower ac lounge snorkeling labu bajo bar snorkeling equipment komodo cabin padar pink beach trekking bathroom private charter jacuzzi kelor open trip packagesea familia mewah tawar alam layar eksklusif komodo island lengkap fasilitas premium layan profesional
Komodo Tour Packages 4 Days 3 Nights,4 Days 3 Nights,OPEN_TRIP,"IDR 65,000,000",65000000,4D3N,12 Guests,"komodo, padar, pink beach, labuan bajo, kanawa, kelor","bar, ac, cabin, snorkeling equipment","snorkeling, trekking, private charter, open trip","ac, snorkeling, labuan bajo, bar, snorkeling equipment, komodo, cabin, padar, pink beach, private charter, trekking, kelor, kanawa, open trip",4 Days 3 Nights adalah kapal phinisi mewah yang menawarkan pengalaman berlayar eksklusif di Komodo Island. Dilengkapi fasilitas premium dan pelayanan profesional.,https://phinisitrip.com/wp-content/uploads/2025/08/phinisitrip.webp,https://phinisitrip.com/komodo-island-tour-packages/4-days-3-nights/,phinisitrip.com,"Komodo Tour Packages 4 Days 3 Nights OPEN_TRIP 4D3N 12 Guests ac, snorkeling, labuan bajo, bar, snorkeling equipment, komodo, cabin, padar, pink beach, private charter, trekking, kelor, kanawa, open trip","4 Days 3 Nights OPEN_TRIP IDR 65,000,000 komodo, padar, pink beach, labuan bajo, kanawa, kelor ac, snorkeling, labuan bajo, bar, snorkeling equipment, komodo, cabin, padar, pink beach, private charter, trekking, kelor, kanawa, open trip 4 Days 3 Nights adalah kapal phinisi mewah yang menawarkan pengalaman berlayar eksklusif di Komodo Island. Dilengkapi fasilitas premium dan pelayanan profesional.",days nights opentrip komodo padar pink beach labu bajo kanawa kelor ac snorkeling labu bajo bar snorkeling equipment komodo cabin padar pink beach private charter trekking kelor kanawa open trip days nights mewah tawar alam layar eksklusif komodo island lengkap fasilitas premium layan profesional
Komodo Tour PackageZada Mega,PackageZada Mega,OPEN_TRIP,IDR 8.000.000,8000000,3D2N,11 Guests,"komodo, padar, pink beach, labuan bajo, kelor","sun deck, bar, ac, bathroom, cabin, dining area, snorkeling equipment, kitchen","snorkeling, trekking, private charter, open trip","ac, dining area, snorkeling, labuan bajo, bar, sun deck, snorkeling equipment, cabin, komodo, kitchen, padar, pink beach, bathroom, private charter, trekking, kelor, open trip",PackageZada Mega adalah kapal phinisi mewah yang menawarkan pengalaman berlayar eksklusif di Komodo Island. Dilengkapi fasilitas premium dan pelayanan profesional.,https://phinisitrip.com/wp-content/uploads/2025/08/phinisitrip.webp,https://phinisitrip.com/komodo-tour-package-zada-mega/,phinisitrip.com,"Komodo Tour PackageZada Mega OPEN_TRIP 3D2N 11 Guests ac, dining area, snorkeling, labuan bajo, bar, sun deck, snorkeling equipment, cabin, komodo, kitchen, padar, pink beach, bathroom, private charter, trekking, kelor, open trip","PackageZada Mega OPEN_TRIP IDR 8.000.000 komodo, padar, pink beach, labuan bajo, kelor ac, dining area, snorkeling, labuan bajo, bar, sun deck, snorkeling equipment, cabin, komodo, kitchen, padar, pink beach, bathroom, private charter, trekking, kelor, open trip PackageZada Mega adalah kapal phinisi mewah yang menawarkan pengalaman berlayar eksklusif di Komodo Island. Dilengkapi fasilitas premium dan pelayanan profesional.",packagezada mega opentrip komodo padar pink beach labu bajo kelor ac ning area snorkeling labu bajo bar sun deck snorkeling equipment cabin komodo kitchen padar pink beach bathroom private charter trekking kelor open trip packagezada mega mewah tawar alam layar eksklusif komodo island lengkap fasilitas premium layan profesional
Komodo Tour PackageMosalaki,PackageMosalaki,OPEN_TRIP,IDR 12.500.000,12500000,3D2N,12 Guests,"komodo, padar, pink beach, labuan bajo, kelor","bar, ac, bathroom, cabin, snorkeling equipment, shower","snorkeling, trekking, private charter, open trip","shower, ac, snorkeling, labuan bajo, bar, snorkeling equipment, komodo, cabin, padar, pink beach, bathroom, private charter, trekking, kelor, open trip",PackageMosalaki adalah kapal phinisi mewah yang menawarkan pengalaman berlayar eksklusif di Komodo Island. Dilengkapi fasilitas premium dan pelayanan profesional.,https://phinisitrip.com/wp-content/uploads/2025/08/phinisitrip.webp,https://phinisitrip.com/komodo-tour-package-mosalaki/,phinisitrip.com,"Komodo Tour PackageMosalaki OPEN_TRIP 3D2N 12 Guests shower, ac, snorkeling, labuan bajo, bar, snorkeling equipment, komodo, cabin, padar, pink beach, bathroom, private charter, trekking, kelor, open trip","PackageMosalaki OPEN_TRIP IDR 12.500.000 komodo, padar, pink beach, labuan bajo, kelor shower, ac, snorkeling, labuan bajo, bar, snorkeling equipment, komodo, cabin, padar, pink beach, bathroom, private charter, trekking, kelor, open trip PackageMosalaki adalah kapal phinisi mewah yang menawarkan pengalaman berlayar eksklusif di Komodo Island. Dilengkapi fasilitas premium dan pelayanan profesional.",packagemosalaki opentrip komodo padar pink beach labu bajo kelor shower ac snorkeling labu bajo bar snorkeling equipment komodo cabin padar pink beach bathroom private charter trekking kelor open trip packagemosalaki mewah tawar alam layar eksklusif komodo island lengkap fasilitas premium layan profesional
Komodo Tour PackageAlfathran 1,PackageAlfathran 1,OPEN_TRIP,"IDR 5,000,000",5000000,3D2N,12 Guests,"komodo, padar, pink beach, labuan bajo, kanawa, kelor","jacuzzi, ac, bathroom, cabin, snorkeling equipment","snorkeling, trekking, island hopping, private charter, open trip","ac, snorkeling, labuan bajo, snorkeling equipment, komodo, cabin, padar, pink beach, trekking, island hopping, bathroom, private charter, jacuzzi, kelor, kanawa, open trip",PackageAlfathran 1 adalah kapal phinisi mewah yang menawarkan pengalaman berlayar eksklusif di Komodo Island. Dilengkapi fasilitas premium dan pelayanan profesional.,https://phinisitrip.com/wp-content/uploads/2025/08/phinisitrip.webp,https://phinisitrip.com/komodo-tour-package-alfathran-1/,phinisitrip.com,"Komodo Tour PackageAlfathran 1 OPEN_TRIP 3D2N 12 Guests ac, snorkeling, labuan bajo, snorkeling equipment, komodo, cabin, padar, pink beach, trekking, island hopping, bathroom, private charter, jacuzzi, kelor, kanawa, open trip","PackageAlfathran 1 OPEN_TRIP IDR 5,000,000 komodo, padar, pink beach, labuan bajo, kanawa, kelor ac, snorkeling, labuan bajo, snorkeling equipment, komodo, cabin, padar, pink beach, trekking, island hopping, bathroom, private charter, jacuzzi, kelor, kanawa, open trip PackageAlfathran 1 adalah kapal phinisi mewah yang menawarkan pengalaman berlayar eksklusif di Komodo Island. Dilengkapi fasilitas premium dan pelayanan profesional.",packagealfathran opentrip komodo padar pink beach labu bajo kanawa kelor ac snorkeling labu bajo snorkeling equipment komodo cabin padar pink beach trekking island hopping bathroom private charter jacuzzi kelor kanawa open trip packagealfathran mewah tawar alam layar eksklusif komodo island lengkap fasilitas premium layan profesional
Komodo Tour PackageSagara,PackageSagara,OPEN_TRIP,"IDR 3,000,000",3000000,3D2N,14 Guests,"komodo, padar, pink beach, labuan bajo, kelor","ac, bathroom, cabin, snorkeling equipment","snorkeling, trekking, private charter, open trip","ac, snorkeling, labuan bajo, snorkeling equipment, komodo, cabin, padar, pink beach, bathroom, private charter, trekking, kelor, open trip",PackageSagara adalah kapal phinisi mewah yang menawarkan pengalaman berlayar eksklusif di Komodo Island. Dilengkapi fasilitas premium dan pelayanan profesional.,https://phinisitrip.com/wp-content/uploads/2025/08/phinisitrip.webp,https://phinisitrip.com/komodo-tour-packages-sagara/,phinisitrip.com,"Komodo Tour PackageSagara OPEN_TRIP 3D2N 14 Guests ac, snorkeling, labuan bajo, snorkeling equipment, komodo, cabin, padar, pink beach, bathroom, private charter, trekking, kelor, open trip","PackageSagara OPEN_TRIP IDR 3,000,000 komodo, padar, pink beach, labuan bajo, kelor ac, snorkeling, labuan bajo, snorkeling equipment, komodo, cabin, padar, pink beach, bathroom, private charter, trekking, kelor, open trip PackageSagara adalah kapal phinisi mewah yang menawarkan pengalaman berlayar eksklusif di Komodo Island. Dilengkapi fasilitas premium dan pelayanan profesional.",packagesagara opentrip komodo padar pink beach labu bajo kelor ac snorkeling labu bajo snorkeling equipment komodo cabin padar pink beach bathroom private charter trekking kelor open trip packagesagara mewah tawar alam layar eksklusif komodo island lengkap fasilitas premium layan profesional
Komodo Tour PackageArfisyana Indah 2,PackageArfisyana Indah 2,OPEN_TRIP,"IDR 6,000,000",6000000,3D2N,22 Guests,"komodo, padar, pink beach, labuan bajo, kelor","ac, bathroom, cabin, snorkeling equipment","snorkeling, trekking, private charter, open trip","ac, snorkeling, labuan bajo, snorkeling equipment, komodo, cabin, padar, pink beach, bathroom, private charter, trekking, kelor, open trip",PackageArfisyana Indah 2 adalah kapal phinisi mewah yang menawarkan pengalaman berlayar eksklusif di Komodo Island. Dilengkapi fasilitas premium dan pelayanan profesional.,https://phinisitrip.com/wp-content/uploads/2025/08/phinisitrip.webp,https://phinisitrip.com/komodo-tour-package-arfisyana-2/,phinisitrip.com,"Komodo Tour PackageArfisyana Indah 2 OPEN_TRIP 3D2N 22 Guests ac, snorkeling, labuan bajo, snorkeling equipment, komodo, cabin, padar, pink beach, bathroom, private charter, trekking, kelor, open trip","PackageArfisyana Indah 2 OPEN_TRIP IDR 6,000,000 komodo, padar, pink beach, labuan bajo, kelor ac, snorkeling, labuan bajo, snorkeling equipment, komodo, cabin, padar, pink beach, bathroom, private charter, trekking, kelor, open trip PackageArfisyana Indah 2 adalah kapal phinisi mewah yang menawarkan pengalaman berlayar eksklusif di Komodo Island. Dilengkapi fasilitas premium dan pelayanan profesional.",packagearfisyana indah opentrip komodo padar pink beach labu bajo kelor ac snorkeling labu bajo snorkeling equipment komodo cabin padar pink beach bathroom private charter trekking kelor open trip packagearfisyana indah mewah tawar alam layar eksklusif komodo island lengkap fasilitas premium layan profesional
